ability_id,local_language_id,short_effect,effect
167,6,Stellt zusätzlich zum eigentlichen Effekt einer Beere zusätzliche []{mechanic:hp} wieder her.,"Wenn ein Pokémon mit dieser Fähigkeit eine Beere isst, stellt es 1/3 seiner maximalen []{mechanic:hp} wieder her, zusätzlich zum eigentlichen Effekt der Beere.

Die Fähigkeit wirkt auch, wenn das Pokémon die Beere durch []{move:fling}, []{move:bug-bite} oder []{move:pluck} erhalten hat, solange es von der Beere profitiert.

Die Fähigkeit wirkt nicht, wenn die Beere mit []{move:natural-gift} verbraucht wird."
167,9,"Restores HP upon eating a Berry, in addition to the Berry's effect.","Restores HP upon eating a Berry, in addition to the Berry's effect."
168,6,Ändert den Typ des Anwenders in den der Attacke die er einsetzt.,"Wenn ein Pokémon mit dieser Fähigkeit eine Attacke einsetzt, ändert sich sein Typ in den der Attacke.

Die Typumwandlung erfolgt unmittelbar vor dem Einsatz der Attacke, der Anwender erhält dadurch den []{mechanic:same-type-attack-bonus} Bonus für jede Attacke die er einsetzt und []{move:toxic} trifft immer. Die Typumwandlung bleibt bestehen, bis der Typ erneut gewandelt wird oder das Pokémon ausgetauscht wird, nicht aber durch deaktivieren oder austauschen der Fähigkeit.

Wenn der Typ der Attacke geändert wird, zum Beispiel weil die Attacke eine andere Attacke benutzt, wie []{move:nature-power}, weil die Attacke selbst ihren Typ ändern kann oder weil der Typ der Attacke vom Gegner verändert wird, wie z.B. durch []{move:electrify} oder []{move:ion-deluge}, dann wird der geänderte Typ herangezogen. Wenn eine Attacke eingesetzt wird, die den Typ des Anwenders ändert, wie []{move:camouflage}, dann löst zuerst die Fähigkeit aus und ändert den Typ des Anwenders in den der Attacke, danach wird die Attacke entweder fehlschlagen oder den Typ des Anwenders wieder ändern. Wird []{move:curse} eingesetzt und der Anwender ist nicht bereits vom Typ []{type:ghost} wird er zum Typ []{type:ghost}.

Die Fähigkeit löst nicht aus, wenn die Attacke fehlschlägt, außer sie geht wegen der Fähigkeit selbst daneben, wenn die Ausführung unterbrochen wird, z.B. durch []{mechanic:confusion}, wenn die Attacke verhindert wird (durch []{mechanic:rain} oder durch []{move:powder}). Die Fähigkeit löst trotzdem aus, wenn die Attacke daneben geht, blockiert wird (durch []{move:protect} oder ähnliches) oder keine Wirkung auf den Gegner hat.

[]{move:struggle} ist nicht betroffen."
168,9,Changes the bearer's type to match each move it uses.,"Changes the bearer's type to match each move it uses.

The type change takes place just before the move is used."
169,6,Halbiert den Schaden von physischen Attacken.,Pokémon mit dieser Fähigkeit erhalten nur den halben Schaden von physischen Attacken.
169,9,Halves damage from physical attacks.,Halves damage from physical attacks.
170,6,Stiehlt angreifenden Pokémon das Item wenn es von einer Attacke die Schaden verursacht getroffen wird.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke getroffen wird die Schaden verursacht, wird das vom Angreifer getragene Item auf das getroffene Pokémon übertragen, wenn dieses noch keins hält.

Das Pokémon stiehlt nicht, wenn es besiegt wird. Es kann auch stehlen, wenn der Angreifer einen []{move:substitute} hat, aber nicht wenn der eigene getroffen wird. Wenn eine Attacke mehrmals trifft, löst nur der letzte Treffer die Fähigkeit aus. Wenn das Pokémon ein wildes ist, kann es kein Item stehlen."
170,9,Steals the target's held item when the bearer uses a damaging move.,Steals the target's held item when the bearer uses a damaging move.
171,6,"Schützt gegen Kugel-, Ball- und Bombenbasierte Attacken.","Pokémon mit dieser Fähigkeit können nicht von Attacken getroffen werden die Kugel-, Ball- oder Bombenbasiert sind."
171,9,"Protects against bullet, ball, and bomb-based moves.","Protects against bullet, ball, and bomb-based moves."
172,6,Erhöht den []{mechanic:special-attack} um 2 [Stufen]{mechanic:stat-modifier} wenn ein Statuswert gesenkt wird.,"Wenn ein Statuswert eines Pokémon mit dieser Fähigkeit [gesenkt]{mechanic:stat-modifier} wird, wird sein []{mechanic:special-attack} um 2 [Stufen]{mechanic:stat-modifier} erhöht.

Wenn mehrere Statuswerte [gesenkt]{mechanic:stat-modifier} löst die Fähigkeit für jeden Statuswert aus."
172,9,Raises Special Attack by two stages upon having any stat lowered.,Raises Special Attack by two stages upon having any stat lowered.
173,6,Verstärkt Bissattacken um 50%.,"Die Bissattacken von Pokémon mit dieser Fähigkeit sind 1,5× so stark wie sonst. Zu Bissattacken zählen auch []{move:crunch} und ""Zahn""-Attacken."
173,9,Strengthens biting moves to 1.5× their power.,Strengthens biting moves to 1.5× their power.
174,6,Ändert die []{type:normal} Attacken des Anwenders in []{type:ice} Attacken und verstärkt sie um 30%.,"Die []{type:normal} Attacken von Pokémon mit dieser Fäigkeit werden zu []{type:ice} Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst."
174,9,Turns the bearer's []{type:normal} moves into []{type:ice} moves and strengthens them to 1.3× their power.,Turns the bearer's []{type:normal}-type moves into []{type:ice}-type moves.  Moves changed by this ability have 1.3× their power.
175,6,Hindert Partner am [einschlafen]{mechanic:sleep}.,Pokémon können nicht [einschlafen]{mechanic:sleep} solange sich ein Pokémon mit dieser Fähigkeit im Team befindet.
175,9,Prevents friendly Pokémon from sleeping.,Prevents friendly Pokémon from sleeping.
176,6,"Wechselt die Form von []{pokemon:aegislash} zur Klingenform, wenn eine Attacke mit Schaden eingesetzt wird, oder zur Schildform, wenn []{move:kings-shield} eingesetzt wird.","Lässt []{pokemon:aegislash} zur Klingenform wechseln, wenn es einen Attacke einsetzt die Schaden verursacht, oder zur Schildform, wenn []{move:kings-shield} eingesetzt wird.

Die Fähigkeit löst auch aus, wenn die Ausführung der Attacke verhindert wird, z.B. durch []{mechanic:sleep} oder []{mechanic:confusion}. Die Fähigkeit löst nicht aus bei Attacken die andere Attacken aufrufen, so wie []{move:sleep-talk}, selbst wenn dabei []{move:kings-shield} oder eine Attacke die Schaden verursacht aufgerufen wird.

Die Fähigkeit hat keinen Effekt für Pokémon außer []{pokemon:aegislash}."
176,9,"Changes []{pokemon:aegislash} to Blade Forme before using a damaging move, or Shield Forme before using []{move:kings-shield}.","Changes []{pokemon:aegislash} to Blade Forme before using a damaging move, or Shield Forme before using []{move:kings-shield}."
177,6,Erhöht die []{mechanic:priority} von []{type:flying} Attacken um 1 Stufe.,"Wenn ein Pokémon diese Fähigkeit hat, erhöht sich die []{mechanic:priority} seiner []{type:flying} Attacken um 1 Stufe."
177,9,Raises []{type:flying} moves' priority by one stage.,Raises []{type:flying} moves' priority by one stage.
178,6,Verstärkt Aura- und Pulsattacken um 50%.,"Die Aura- und Pulsattacken von Pokémon mit dieser Fähigkeit sind 1,5× so stark wie sonst. Zu den Attacken zählen auch []{move:water-pulse} und []{move:origin-pulse} und []{move:heal-pulse} heilt um 75% statt 50% der maximalen []{mechanic:hp}."
178,9,Strengthens aura and pulse moves to 1.5× their power.,Strengthens aura and pulse moves to 1.5× their power.
179,6,Erhöht die []{mechanic:defense} um 50% während dem Effekt von []{move:grassy-terrain}.,"Während der Effekt von []{move:grassy-terrain} aktiv ist, haben Pokémon mit dieser Fähigkeit eine 1,5× so hohe []{mechanic:defense} wie sonst."
179,9,Boosts Defense while []{move:grassy-terrain} is in effect.,Boosts Defense while []{move:grassy-terrain} is in effect.
180,6,"Gibt das eigene Item an einen Verbündeten weiter, wenn dieser seins benutzt hat.","Gibt das eigene getragene Item an einen Teampartner weiter, wenn dieser sein Item benutzt hat.

Das gilt auch, wenn der Partner das Item mit []{move:fling} verbraucht hat, wenn er eine gegnerische Beere mit []{move:pluck} gegessen hat und kein Item trägt oder sein []{item:air-balloon} platzt. Wenn mehrere Teampartner ihre Items in der gleichen Runde verbrauchen, erhält derjenige mit der höheren []{mechanic:speed} das Item ohne dabei []{move:trick-room} zu beachten.

Die Fähigkeit löst nicht aus, wenn das Item nur bewegt wird, beispielsweise durch []{move:thief}, []{ability:magician} oder []{item:sticky-barb}, wenn es durch []{move:incinerate} zerstört oder fallengelassen wird."
180,9,Passes the bearer's held item to an ally when the ally uses up its item.,Passes the bearer's held item to an ally when the ally uses up its item.
181,6,Verstärkt Attacken mit Kontakt um 33%.,"Die Attacken von Pokémon mit dieser Fähigkeit, die Konakt herstellen, haben eine 1,33× Basisstärke wie sonst."
181,9,Strengthens moves that make contact to 1.33× their power.,Strengthens moves that make contact to 1.33× their power.
182,6,Ändert die []{type:normal} Attacken des Anwenders in []{type:fairy} Attacken und verstärkt sie um 30%.,"Die []{type:normal} Attacken von Pokémon mit dieser Fäigkeit werden zu []{type:fairy} Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst."
182,9,Turns the bearer's []{type:normal} moves into []{type:fairy} moves and strengthens them to 1.3× their power.,Turns the bearer's []{type:normal}-type moves into []{type:fairy} moves.  Moves changed by this ability have 1.3× their power.
183,6,Senkt bei Kontakt die []{mechanic:speed} des Angreifers um 1 [Stufe]{mechanic:stat-modifier}.,"Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke die Kontakt herstellt getroffen wird, wird die []{mechanic:speed} des Angreifers um 1 [Stufe]{mechanic:stat-modifier} gesenkt."
183,9,Lowers attacking Pokémon's Speed by one stage on contact.,Lowers attacking Pokémon's Speed by one stage on contact.
184,6,Ändert die []{type:normal} Attacken des Anwenders in []{type:flying} Attacken und verstärkt sie um 30%.,"Die []{type:normal} Attacken von Pokémon mit dieser Fäigkeit werden zu []{type:flying} Attacken. Attacken die durch diese Fähigkeit beeinflusst werden, haben 1,3× so viel Basisstärke wie sonst."
184,9,Turns the bearer's []{type:normal} moves into []{type:flying} moves and strengthens them to 1.3× their power.,Turns the bearer's []{type:normal}-type moves into []{type:flying}-type moves.  Moves changed by this ability have 1.3× their power.
185,6,"Lässt den Träger bei Attacken die Schaden verursachen ein zweites mal treffen, wobei der 2. Treffer nur halbe Stärke hat.","Wenn ein Pokémon mit dieser Fähigkeit eine Attacke einsetzt die Schaden verursacht, trifft die Attacke ein zweites Mal, wobei der zweite Schlag nur mit halber Stärke ausgeführt wird."
185,9,Lets the bearer hit twice with damaging moves.  The second hit has half power.,Lets the bearer hit twice with damaging moves.  The second hit has half power.
186,6,Verstärkt []{type:dark} Attacken aller Pokémon im Kampf um 33%.,"Alle []{type:dark} Attacken von allen Pokémon sind 1,33× so stark wie sonst, solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet."
186,9,Strengthens []{type:dark} moves to 1.33× their power for all friendly and opposing Pokémon.,Strengthens []{type:dark} moves for all friendly and opposing Pokémon.
187,6,Verstärkt []{type:fairy} Attacken aller Pokémon im Kampf um 33%.,"Alle []{type:fairy} Attacken von allen Pokémon sind 1,33× so stark wie sonst, solange sich ein Pokémon mit dieser Fähigkeit im Kampf befindet."
187,9,Strengthens []{type:fairy} moves to 1.33× their power for all friendly and opposing Pokémon.,Strengthens []{type:fairy} moves for all friendly and opposing Pokémon.
188,6,Schwächt die von []{ability:dark-aura} und []{ability:fairy-aura} gestärkten Attacken.,"Wenn sich ein Pokémon mit dieser Fähigkeit im Kampf befindet, werden die Attacken die normalerweise durch []{ability:dark-aura} und []{ability:fairy-aura} verstärkt werden, stattdessen um 2/3 Basisstärke gesenkt."
188,9,Makes []{ability:dark-aura} and []{ability:fairy-aura} weaken moves of their respective types.,"While this Pokémon is on the field, []{ability:dark-aura} and []{ability:fairy-aura} weaken moves of their respective types to 2/3 their power, rather than strengthening them."
189,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in heftigen []{mechanic:rain} und verhindert []{type:fire} Attacken.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das []{mechanic:weather} in heftigen []{mechanic:rain}. Das []{mechanic:weather} kann weder durch Fähigkeiten wie []{ability:drought} noch durch Attacken wie []{move:sandstorm} geändert werden und solche Attacken schlagen fehl.

Der []{mechanic:rain} hört auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit []{ability:delta-stream} oder []{ability:desolate-land} den Kampf betritt. Die [Wettereffekte]{mechanic:weather} können durch Fähigkeiten wie []{ability:cloud-nine} aufgehoben werden."
189,9,"Creates heavy rain, which has all the properties of Rain Dance, cannot be replaced, and causes damaging Fire moves to fail.","When this Pokémon enters battle or gains this ability, the weather becomes heavy rain.  Heavy rain has all the properties of []{move:rain-dance} and also causes damaging Fire moves to fail.

Heavy rain ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.  The weather cannot otherwise be changed except by the effects of []{ability:delta-stream} and []{ability:desolate-land}.

[]{ability:air-lock} and []{ability:cloud-nine} will prevent the effects of heavy rain, including allowing Fire moves to work, but will not allow the weather to be changed."
190,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in sehr [starkes Sonnenlicht]{mechanic:strong-sunlight} und verhindert []{type:water} Attacken.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das []{mechanic:weather} in sehr [starkes Sonnenlicht]{mechanic:strong-sunlight}. Das []{mechanic:weather} kann weder durch Fähigkeiten wie []{ability:drizzle} noch durch Attacken wie []{move:sandstorm} geändert werden und solche Attacken schlagen fehl.

Der [starke Sonnenschein]{mechanic:strong-sunlight} hört auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit []{ability:delta-stream} oder []{ability:primordial-sea} den Kampf betritt. Die [Wettereffekte]{mechanic:weather} können durch Fähigkeiten wie []{ability:air-lock} aufgehoben werden."
190,9,"Creates extremely harsh sunlight, which has all the properties of Sunny Day, cannot be replaced, and causes damaging Water moves to fail.","When this Pokémon enters battle or gains this ability, the weather becomes extremely harsh sunlight.  Extremely harsh sunlight has all the properties of []{move:sunny-day} and also causes damaging Water moves to fail.

Extremely harsh sunlight ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.  The weather cannot otherwise be changed except by the effects of []{ability:delta-stream} and []{ability:primordial-sea}.

[]{ability:air-lock} and []{ability:cloud-nine} will prevent the effects of extremely harsh sunlight, including allowing Water moves to work, but will not allow the weather to be changed."
191,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in Windströmungen und hebt Typenvorteile gegenüber []{type:flying} Attacken auf.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, ändert sich das []{mechanic:weather} in starke Windströmungen. Während das Wetter aktiv ist, werden alle Typenvorteile gegenüber []{type:flying} aufgehoben. Das heißt, das z.B. []{type:rock} gegen ein []{type:flying} Pokémon nur normalen Schaden anrichten. Die Effektivität gegen einen eventuellen Zweittyp wird nicht verändert.

Das []{mechanic:weather} kann weder durch Fähigkeiten wie []{ability:drizzle} noch durch Attacken wie []{move:sandstorm} geändert werden und solche Attacken schlagen fehl.

Die Windströmungen hören auf, wenn das Pokémon mit dieser Fähigkeit den Kampf verlässt oder in eine hintere Position rotiert wird und kein Anderes mit derselben Fähigkeit noch im Kampf ist, wenn die Fähigkeit deaktiviert wird oder ein Pokémon mit der Fähigkeit []{ability:delta-stream} oder []{ability:primordial-sea} den Kampf betritt. Die [Wettereffekte]{mechanic:weather} können durch Fähigkeiten wie []{ability:air-lock} aufgehoben werden."
191,9,"Creates a mysterious air current, which cannot be replaced and causes moves to never be super effective against Flying Pokémon.","When this Pokémon enters battle or gains this ability, the weather becomes a mysterious air current.  A mysterious air current causes moves to not be super effective against Flying; they do neutral damage instead.  []{ability:anticipation} and []{move:stealth-rock} are not affected.

The mysterious air current ends when this Pokémon leaves battle or loses this ability, or when this ability is nullified.  The weather cannot otherwise be changed except by the effects of []{ability:desolate-land} and []{ability:primordial-sea}.

[]{ability:air-lock} and []{ability:cloud-nine} will prevent the effect of a mysterious air current, but will not allow the weather to be changed."
192,9,Raises this Pokémon's Defense by one stage when it takes damage from a move.,Raises this Pokémon's Defense by one stage when it takes damage from a move.
193,9,This Pokémon automatically switches out when its HP drops below half.,"After this Pokémon is hit by a move, if that move caused this Pokémon's HP to drop below half, it switches out."
194,9,This Pokémon automatically switches out when its HP drops below half.,"After this Pokémon is hit by a move, if that move caused this Pokémon's HP to drop below half, it switches out."
195,9,Raises this Pokémon's Defense by two stages when it's hit by a Water move.,Raises this Pokémon's Defense by two stages when it's hit by a Water move.
196,9,This Pokémon's moves critical hit against poisoned targets.,This Pokémon's moves critical hit against poisoned targets.
197,9,Transforms this Minior between Core Form and Meteor Form.  Prevents major status ailments and drowsiness while in Meteor Form.,"When this Pokémon enters battle and at the end of each turn, if its HP is 50% or above, it changes into Meteor Form; otherwise, it changes into Core Form.  In Meteor Form, it cannot be given a major status ailment (though existing ones are not cured), cannot become drowsy from []{move:yawn}, and cannot use []{move:rest} (which will simply fail).

This ability cannot be copied, replaced, or nullified.  This ability only takes effect for Minior."
198,9,This Pokémon's moves have double power against Pokémon that switched in this turn.,This Pokémon's moves have double power against Pokémon that switched in this turn.
199,9,"Halves damage from Fire moves, doubles damage of Water moves, and prevents burns.","When this Pokémon is hit by a Fire move, the damage is halved.  When this Pokémon uses a Water move, the power is doubled.  This Pokémon cannot be burned, and if it becomes burned, the  burn is immediately ured."
200,9,This Pokémon's Steel moves have 1.5× power.,This Pokémon's Steel moves have 1.5× power.
201,9,Raises this Pokémon's Special Attack by one stage every time its HP drops below half.,"Whenever this Pokémon takes damage from a move that causes its HP to drop below 50%, its Special Attack rises by one stage."
202,9,"During Hail, this Pokémon has double Speed.","During Hail, this Pokémon has double Speed."
203,9,This Pokémon's moves do not make contact.,A move used by this Pokémon will not make contact.
204,9,Sound-based moves become Water-type.,"When this Pokémon uses a move that is sound-based, that move's type is Water."
205,9,This Pokémon's healing moves have their priority increased by 3.,This Pokémon's healing moves have their priority increased by 3.
206,9,This Pokémon's Normal moves are Electric and have their power increased to 1.2×.,"When this Pokémon uses a Normal moves, that move is Electric its power is 1.2×."
207,9,Doubles this Pokémon's Speed on Electric Terrain.,Doubles this Pokémon's Speed on Electric Terrain.
208,9,Wishiwashi becomes Schooling Form when its HP is 25% or higher.,"If this Pokémon is a []{pokemon:wishiwashi} and level 20 or above, then when it enters battle and at the start of each turn, it becomes Schooling Form if its HP is 25% or higher and Solo Form otherwise.

This ability cannot be replaced, copied, or nullified."
209,9,Prevents the first instance of battle damage.,"If this Pokémon is in its Disguised Form and takes damage from a move, it switches to its Busted Form and the damage is prevented.  Other effects are not prevented.

This ability cannot be copied or replaced.  This ability only takes effect for Mimikyu."
210,9,Transforms this Pokémon into Ash-Greninja after fainting an opponent.  Water Shuriken's power is 20 and always hits three times.,"Transforms this Pokémon into Ash-Greninja after fainting an opponent.  Water Shuriken's power is 20 and always hits three times.

This ability cannot be copied or replaced.  This ability only takes effect for Greninja."
211,9,Transforms 10% or 50% Zygarde into Complete Forme when its HP is below 50%.,"Transforms 10% or 50% Zygarde into Complete Forme when its HP is below 50%.

This ability cannot be copied or replaced.  This ability only takes effect for Zygarde."
212,9,This Pokémon can inflict poison on Poison and Steel Pokémon.,This Pokémon's moves and item ignore the usual immunity of Poison and Steel Pokémon when attempting to inflict poison.
213,9,This Pokémon always  acts as though it were Asleep.,This Pokémon always acts as though it were Asleep.  It cannot be given another status ailment; it's unaffected by []{move:yawn}; it can use []{move:sleep-talk}; and so on.
214,9,Opposing Pokémon cannot use priority attacks.,"When an opposing Pokémon attempts to use a move that targets this Pokémon or an ally, and that move has priority, it will fail."
215,9,"When this Pokémon faints from an opponent's move, that opponent takes damage equal to the HP this Pokémon had remaining.","When this Pokémon faints from an opponent's move, that opponent takes damage equal to the HP this Pokémon had remaining."
216,9,"Whenever another Pokémon uses a dance move, this Pokémon will use the same move immediately afterwards.","Whenever another Pokémon uses a dance move, this Pokémon will use the same move immediately afterwards."
217,9,Ally Pokémon's moves have their power increased to 1.3×.,Ally Pokémon's moves have their power increased to 1.3×.
218,9,Damage from contact moves is halved.  Damage from Fire moves is doubled.,Damage from contact moves is halved.  Damage from Fire moves is doubled.
219,9,Opposing Pokémon cannot use priority attacks.,"When an opposing Pokémon attempts to use a move that targets this Pokémon or an ally, and that move has priority, it will fail."
220,9,This Pokémon's Special Attack rises by one stage every time any Pokémon faints.,This Pokémon's Special Attack rises by one stage every time any Pokémon faints.
221,9,"When this Pokémon takes regular damage from a contact move, the attacking Pokémon's Speed lowers by one stage.","When this Pokémon takes regular damage from a contact move, the attacking Pokémon's Speed lowers by one stage."
222,9,"When an ally faints, this Pokémon gains its Ability.","When an ally faints, this Pokémon gains its Ability."
223,9,"When an ally faints, this Pokémon gains its Ability.","When an ally faints, this Pokémon gains its Ability."
224,9,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.,Raises this Pokémon's highest stat by one stage when it faints another Pokémon.
225,9,Changes this Pokémon's type to match its held Memory.,"Changes this Pokémon's type to match its held Memory.

This ability cannot be copied, replaced, or nullified.  This ability only takes effect for Silvally."
226,9,"When this Pokémon enters battle, it changes the terrain to Electric Terrain.","When this Pokémon enters battle, it changes the terrain to []{move:electric-terrain}."
227,9,"When this Pokémon enters battle, it changes the terrain to Psychic Terrain.","When this Pokémon enters battle, it changes the terrain to []{move:psychic-terrain}."
228,9,"When this Pokémon enters battle, it changes the terrain to Misty Terrain.","When this Pokémon enters battle, it changes the terrain to []{move:misty-terrain}."
229,9,"When this Pokémon enters battle, it changes the terrain to Grassy Terrain.","When this Pokémon enters battle, it changes the terrain to []{move:grassy-terrain}."
230,9,Other Pokémon cannot lower this Pokémon's stats.,"This Pokémon's stats cannot be lowered by other Pokémon's moves or abilities.  This effect only applies to normal stat modifications and not more exotic effects such as []{move:topsy-turvy} or []{move:power-swap}.

This Ability is not bypassed by []{ability:mold-breaker}, []{ability:teravolt}, or []{ability:turboblaze}."
231,9,"When this Pokémon has full HP, regular damage from moves is halved.","When this Pokémon has full HP, regular damage (not fixed damage!) from moves is halved.

This ability cannot be nullified."
232,9,Reduces super-effective damage to 0.75×.,"Super-effective damage this Pokémon takes is reduced to 0.75×.

This Ability is not bypassed by []{ability:mold-breaker}, []{ability:teravolt}, or []{ability:turboblaze}."
233,9,XXX new effect for neuroforce,XXX new effect for neuroforce
